Instruction,Gold Standard Response (Tunisian Arabic)
"أعمل قائمة بالمواد اللي باش تحتاجها باش تصنع الأداة المعطاة.
الإدخال: ميترو يقيس كحل القهوة","حساس ضوئي (Light Sensor / Photodiode)

مقياس ADC (Analog to Digital Converter)

Arduino أو Raspberry Pi

شاشة LCD صغيرة

مصدر طاقة (بطاريات أو USB)

غلاف بلاستيكي أو مطبوع بـ3D

أنبوب صغير لتمرير القهوة

مقاومات / أسلاك توصيل"
"أعطِ شرح مفصّل للخطوات اللي لازمة باش تركّب المشروع المعطى.
الإدخال: محرك بخاري بحكة بيرا فارغا","حضّر قارورة بيرا نظيفة وفارغة

قصّ فتحة صغيرة من فوق تركّب فيها أنبوب نحاسي

لفّ الأنبوب على شكل لولبي لتسخين البخار

اربط طرف الأنبوب بكبسولة صغيرة (محرك صغير أو توربين)

حطّ القارورة فوق مصدر حراري (شمعة أو ولاعة)

وقت الماء يسخن ويتحوّل لبخار، يدفع التوربين ويدور المحرك"
"قدّر تكلفة التجهير اللي باش تحتاجها للمشروع وحسب التكلفة الجمليّة.
الإدخال: مبرد ماء منزلي
المواد المطلوبة: صانع ثلج, صندوق ثلج/مبرد, مركح سخانا, ترمبا تع اكواريوم x2, 12V مولد طاقا","| العنصر                                      | الكمية | السعر التقريبي بالدينار |
| ------------------------------------------- | ------ | ----------------------- |
| صانع ثلج                                    | 1      | 200                     |
| صندوق ثلج/مبرد                              | 1      | 100                     |
| مركّح سخّانة                                | 1      | 70                      |
| ترمبة أكواريوم                              | 2      | 40 × 2 = 80             |
| مولّد طاقة 12V                              | 1      | 120                     |
| **🔢 التكلفة الجملية = 570 دينار تقريبيًا** |        |                         |"
"أجب على سؤال الأدب التالي بالدقّة حسب معرفتك بأدب تلامذة الثانوي.
الإدخال: شنوا يعني الضو الأخضر في نهاية الكتاب?","الضو الأخضر يرمز للحلم الأمريكي، والأمل، والرغبة اللي ما تتحققش. يمثل طموح ""غاستبي"" للوصول لـ""ديزي"" ولحياة مثالية ما قدرش يحققها رغم الثروة"
"طوّر تمرين ذهني يساعد الناس يتعاملوا مع القلق متاعهم وفسّر كيفاش يشتغل.
الإدخال:","اسم التمرين: ""3-2-1 Grounding""
الخطوات:

شوف 3 أشياء قدّامك

إلمس 2 أشياء

اسمع 1 صوت
 الفايدة: يرجّع تركيزك للحظة الحالية ويخفف التوتر"
"عطيني فكرة على التمارين الذهنية اللي تعملهم باش تستلهم نفسك.
الإدخال:
","كتابة حرة لمدة 10 دقايق

تأمّل سريع مع تنفس عميق

تمرين ""ماذا لو؟"" للتفكير الإبداعي

رسم أفكار عشوائية أو خريطة ذهنية

مراجعة صور أو كلمات تحفّز الذاكرة الإبداعية"
"أعمل قائمة بالانشطة الخارجية اللي تصلح لظروف الطقس المعطى.
الإدخال: سخانا: 57 F, تمطر","
التصوير في الشارع

المشي في الحدائق المغطّاة

زيارة مغارة أو مكان أثري داخلي

"
"رجاءً عطينا قائمة بأسئلة افتتاحية مفيدة للنقاش مرتبطة بالطقس.
الإدخال:","كيفاش تحسّ الجو اليوم؟

تحب الطقس البارد ولا السخون؟

شنوة أكثر فصل تحبّه؟

المطر يعجبك ولا يقلقك؟

فكرت تبدّل لبستك اليوم مع الجو هذا؟"
"بالنظر لظروف الطقس المعطاة، عطينا شوية نصايح لكيفاش نعدّلو خطط السفر على ضؤها.
الإدخال: تغير مفاجئ في الحرارا","بدّل الوجهة لمكان مغلق أو معتدل

حضّر لباس طبقات

راجع توقيت الأنشطة الخارجية

"
"اكتب To-Do List بالاعتماد على المعلومة المعطاة.
الإدخال: حاجات تعملهم كل يوم في فرماسي","التثبت من تاريخ صلوحية الأدوية

ترتيب الرفوف

استقبال وتسجيل الطلبيات

الرد على استشارات الزبائن

تنظيف الكاونتر والمعدات

إعداد تقارير المبيعات"
"صمّم قالب جدول باش نتابعو كل الاشتراكات.
الإدخال:","| الخدمة  | تاريخ البداية | مدّة الاشتراك | السعر | ملاحظات      |
| ------- | ------------- | ------------- | ----- | ------------ |
| Netflix | 01/08/2025    | شهر           | 30 د  | تجديد تلقائي |
| Spotify | 15/07/2025    | سنة           | 120 د | باقة طلابية  |"
"خطّط لآجندا للاجتماع اليومي . عطِ وقت محدّد لكل موضوع في اللآجندا.
الإدخال:","00:00 – 00:05 → مراجعة المهام أمس

00:05 – 00:10 → تقدم المشاريع

00:10 – 00:20 → تحديات وصعوبات

00:20 – 00:25 → أهداف اليوم

00:25 – 00:30 → أسئلة / اقتراحات"
"أجب على السؤال التالي.
الإدخال: كيفاش نقول ""مساء الخير"" بالفرنسي",Bonsoir
"شنوّا الصوت اللي تعملو هذي؟
الإدخال: 好",تنطق: هاو
"عطينا نصيحة نحوية حول كيفاه نختم الفعل في اللغة الألمانية.
الإدخال:","في الجملة الألمانية، الفعل المصرف يكون في آخر الجملة إذا فيها أدوات وصل (wie, weil, dass...).
مثال:
Ich weiß, dass du kommst. ← ""أعرف أنك ستأتي."""
"هذي اختبار لفهم القراية بالفرنسية. اقرا الحكاية مليح وبعد جاوب السؤال.
الإدخال:
Lucie est à la maison avec sa petite-fille, Lin.
Lucie: Oh, non! Nous n'avons pas de pain!
Lin: Ah! Tu vas au supermarché?
Lucie: Oui, je veux une baguette pour mon sandwich.
؟لين و لوسي عندهم برشا خبز",لا، ما عندهمش خبز.
"فكّر في أفكار عشا خفيفة وصحية لأيام وسط الأسبوع.
الإدخال:","سلطة تن 

شربة عدس خفيفة

ملاوي دجاج وخضرة

زبادي مع فواكه ومكسرات"
"عطينا حيلة في الطبخ باش تحسّن مذاق الأكلة المعطاة.
الإدخال: popcorn",ذوّب شوية زبدة مع بودرة ثوم وبابريكا، وصبها فوق البوبكورن. تنجم تضيف جبن مبشور (بارميزان) باش تولّي نكهة أقوى.
"أعمل قائمة لمج وأكلات باش تقدّمهم في حفلة العاب.
الإدخال:","عصير فواكه
غازوز
ميني بيتزا
بوبكورن
كوكيز
ميكس مكسرات"
"فسّر كيفاش تحضّر الأكلة المعطاة بكلماتك إنت. أذكر المكوّنات والخطوات.
الإدخال: كوكيز بالشكلاطا تتلوك","المكونات:

2 كاس فرينة

1 كاس سكر

1/2 كاس زبدة

1 عضما

1 مغرفا فانيليا

1 كاس شوكولاتة تتلوك

الخطوات:

نخلط الزبدة والسكر، نزيد البيضة والفانيليا

نضيف الفرينة تدريجياً

نخلط الشوكولاتة

نعمل كويرات ونحطهم في الفور

نطيبوهم 10-12 دقيقة ع 180°C"
"اقترح وصفة تحلية  نباتية.
الإدخال:

","موس الشوكولاتة النباتي

1 أفوكا ناضجة

2 ملاعق كاكاو خام

2 ملاعق عسل أو شراب القيقب

خلاط، برّدها، وقدّمها مع موز أو فواكه"
"صمّم لغز سودوكو متوسّط الصعوبة.
الإدخال:",". . . | . 5 1 | 8 6 2
5 . 8 | . . . | . . .
. . . | 9 . . | 4 . .
------+-------+------
. 7 3 | . . 2 | . 9 5
. . . | 7 . . | . . .
6 9 . | . . 8 | . . .
------+-------+------
1 . . | . 6 . | 9 4 .
3 8 9 | . 1 . | . 2 6
7 6 4 | 3 2 . | . . ."
"حلّ لغز السودوكو.

The Sudoku puzzle is: |1| |5| | | | |8| | | | | | | |3| |6|4| |8|3|4|6|7| |9| | | |2|9|1| | |8|3|7|6| | | |6| | |9|8|1| | | | | | | |2| | | | | |2| | |9|7|6| | | |5|4| | | | | |9|8| |6|1| | | |5|4|3|7|",فماش حل
"فكّر في عبارة تحفيزية قريتها في كتاب. خليك إيجابي وحلو.
الإدخال:
","""كلّ يوم هو فرصة جديدة باش تقرب خطوة من الهدف متاعك. ما تستسلمش!"""
"اختار أحسن كتب من النوعية المعطاة.
الإدخال: جريما& غموض","The Girl with the Dragon Tattoo – Stieg Larsson

Gone Girl – Gillian Flynn

The Da Vinci Code – Dan Brown

And Then There Were None – Agatha Christie

The Reversal – Michael Connelly"
"عطي وصف مختصر للكتاب اللي عطيتهولك.
الإدخال: Matilda","""Matilda"" هي رواية للأطفال كتبها رولد دال، تحكي على طفلة ذكيّة بشكل خارق، تعيش مع عائلة مهملة، وتكتشف إنها تملك قدرات ذهنيّة خارقة. تلقى الدعم من معلّمتها ""ميس هاني""، وتواجه المديرة الشريرة ""ترانشبول"". الكتاب يمزج بين الخيال والتمكين."
"لو أعجب الشخص بالكتاب اللي عطيتهولو، اقترح كتب اخرى تنجم تعجبو زادة.
الإدخال: The Great Gatsby","This Side of Paradise – F. Scott Fitzgerald

The Sun Also Rises – Ernest Hemingway

Tender is the Night – F. Scott Fitzgerald

Revolutionary Road – Richard Yates

The Age of Innocence – Edith Wharton"
"اذكر التصنيف اللي ينتميليه الكتاب المعطى.
الإدخال: حب في وقت الكوليرا",رواية رومانسية
"حلّ المعادلة هذي.
الإدخال: x^3 - 4x^2 + 6x - 24 = 0","المعادلة ما فيهاش جذور صحيحة واضحة،
استعمال الرسم أو نيوتن يعطي تقريبيًا:

جذر حقيقي تقريبي: x ≈ 3.94"
"برهن العبارة المعطاة بالاعتماد عاللي تعرفو.
الإدخال: ""كان x رقم موجب والا حل لي x+3>4,مالا x>0 and x>12.""","x + 3 > 4
 x > 1
 معناها x > 1 و x > 0
 صحيحة، لأن x > 1 implies x > 0"
"بالاعتماد عالحقائق اللي توفروا، برهن العبارة التالية.
الإدخال:
معلوما: ""لكل رقم k, k^2 + 2k + 1 ≥ 0""
حقيقا: مربع أي عدد حقيقي ماهوش سالب.","k² + 2k + 1 = (k + 1)²
ومربع أي عدد حقيقي ≥ 0
 إذن: العبارة صحيحة دائمًا"
"تأكد من صحّة العبارة المعطاة.
الإدخال: ""بالنسبة لكل الأعداد الصحيحا j وk، كان j وk فرديين، معناها jk فردي.""","عدد فردي = 2n + 1
 j = 2a + 1، k = 2b + 1
 jk = (2a+1)(2b+1) = 4ab + 2a + 2b + 1 = 2(2ab + a + b) + 1
 فردي"
"قدّم صيغة تحسب بيها الحدّ رقم n في السلسلة المعطاة.
الإدخال: 5, 14, 23, 32, 41, ...","الفرق بين الحدود = 9
aₙ = 5 + (n - 1) × 9
 aₙ = 9n - 4"
"أعمل جدول يسجّل كل الماتشات اللي تحقق الشرط في الدوري الأمريكي لكرة القدم (NFL). استعمل الإعمدة: فصل, وقت, اللعبة, سكور.
الإدخال: لعبة الريفنز في2011","| فصل  | وقت المباراة | اللعبة             | السكور          |
| ---- | ------------ | ------------------ | --------------- |
| خريف | 13 نوفمبر    | Ravens vs Seahawks | 17 – 22 (خسارة) |
| شتاء | 4 ديسمبر     | Ravens vs Browns   | 24 – 10 (فوز)   |
| ...  | ...          | ...                | ...             |"
"باستعمال جدول، قارن المسيرة المهنيّة للّاعبين المعطاة أسماؤهم في الـMLB. استعمل ""|"" لفصل الأعمدة.
الإدخال: ديريك جاتر, البيرت بوجولس","| اللاعب        | عدد السنوات | الفريق الأساسي     | عدد الهوم رانز | عدد الضربات (Hits) | الألقاب         |
| ------------- | ----------- | ------------------ | -------------- | ------------------ | --------------- |
| Derek Jeter   | 20 سنة      | New York Yankees   | 260+           | 3400+              | 5× World Series |
| Albert Pujols | 22 سنة      | Cardinals / Angels | 700+           | 3300+              | 2× WS, 3× MVP   |"
"بش يمتحنوك في معرفتك بالحكم القصيرة والأقوال المأثورة انتي تكمل الحكمة المعطاة. اكتب الاقتباس الأصلي.
الإدخال: زوز حاجات عندهمش نهايا","زوز حاجات عندهمش نهاية: الكون وغباء البشر، وأني مش متأكد من الأولى.""
- ألبرت أينشتاين (بتصريف شعبي)"
"أعمل قائمة بكل الأفلام اللي توافق المعايير المعطاة.
الإدخال: افلام متع سبايك لي بيوم الاصدار","| الفيلم              |                 سنة الإصدار |
| -------------------------- | ----------- |
| She's Gotta Have It | 1986        |
| Do the Right Thing  | 1989        |
| Jungle Fever        | 1991        |
| Malcolm X           | 1992        |
| BlacKkKlansman      | 2018        |
"
"باستعمال المبلغ المعطى، حدّد قيمة الإكرامية المناسبة.
الإدخال: 14% الإكرامية متع  47.50 دينار",47.50 × 0.14 = 6.65 دينار
"حدّد كل الكلمات اللي تتماشى مع النموذج المعطى.
الإدخال: H_AR_","HEART

HEARD

HOARD"
"أوجد كلمات تتسجّم (تتوافق في القافية) مع الكلمة المعطاة.
الإدخال: إرشاد

","إعداد

أبعاد

اجتهاد

فساد

جهاد

اعتقاد"
"لوج على قصائد تذكر الشئ ولا الشخصية المعطاة. اكتب أسامي القصايد والشعرا.
الإدخال: سانتا كلوز","""A Visit from St. Nicholas""- Clement Clarke Moore

Santa Claus - e.e. cummings"
"جاوب على آخر رسالة في الشات باستعمال الإيموجيز الصحيحة باش تعبّر على شعورك.
الإدخال:

كيفاش عديت دفوارك؟
لاباس فرحت لي هوما وفاو
ايه نعرف فاش تحس. فرحان لي ماعادش بش نخمم فيهم",📚✅🎉💃💪
"باش تجاوب في الشات، فكّر في ردّ مضحك تنجّم تستعملو.
الإدخال: +شنوا احوالك؟",عايش، نتنفّس، ونستنى القهوة تعمل أثرها
"آخر رسالة في الشات هي ردّ ناقص. لازمك تكملو وتعاود تكتبو بوضوح.
الإدخال:

شنوا بش تعمل طوا؟ما نعرش.قصيت علا حلمي بش نولي عالم رياضيات
.
علاش؟","-شنوّة باش تعمل تاو؟
- بصراحة، ما نعرش. كنت ناوي  باش نولي عالم رياضيات، أمّا بطّلت.
-علاش بطّلت؟"
"بدّل الرد باش يولي بنبرة أكثر تعاطف في الشات.
الإدخال:
شنوا حوالك؟+
لاباس. كان عندي برشا مشاكل ليوم.+
شنوا انواع المشالك؟","- شنوّة حوالك؟
- لاباس، أمّا الحق عندي برشا مشاكل اليوم.
- نشالله لاباس… تحب تحكيلي شنوّة اللي صار؟ إذا تحب نحاول نعاونك"
"تأكّد من معلومات الاجتماع في المحادثة هذي.
الإدخال:
شخص 1: هاي، وقتاش فاضي؟ نحب نقابلك.
شخص2: أنا فاضي غدوة بعد القايلة.
شخص1: ممتاز، أي ساعة؟
شخص2: شنو رايك في الساعة الثالثة بعد الزوال؟
شخص1: عندي اشتماع آخر في الوقت ذاك. شنوة رايك في الخامسة؟
شخص2: ماشي الحال. وين نجتمعو؟
شخص1: شنوة رأيك في كوفي شوب في مين ستريت؟
شخص2: باهي برشا. سمعت إنهم عندهم قهوة بنينة برشا. نشوفك غدوة!","اليوم: غدوة

الوقت: الخامسة متع العشيا (5:00 PM)

المكان: قهوا في Main Street

الحالة: الاتّفاق تمّ بين الطرفين"
"صنّف النص المعطى هل هو مهين ولا لا.
الإدخال: ""راك تصرّفت بجنون البارح.""",موش مهين
"عطي ملخّص وجيز للنوايا في الحوار اللي صار تاوكا.
الإدخال:
زبون: هاي، نحب تليفون جديد.
AI: أهلا! شنوة نوع التليفون اللي تلوج عليه؟
زبون: مانيش متأكّد. يمكن حاجة بكاميرا باهية؟
AI: عنا شوية تليفونات بكاميرات مزيانة. تحب تشوف شوية خيارات؟
زبون: إي، ","الزبون يحب يشري تليفون جديد لكن مش محدّد النوع.

عنده نية لتجربة خيارات، ويميل لشيء بكاميرا باهية.

الـAI يقترح عرض خيارات ومساعدة في الاختيار"
"فسّر محتوى المقال المعطى بطريقة مختصرة.
الإدخال:
دراسة تنشرت أول العام من طرف ""زي"" وفريقها درست دور الضو في النوم عند بالغين صحيحين في العشرينات من عمرهم. النوم ليلة وحدة بضو خافت كيما تلفزة صوتها مطفي طلّع السكر في الدم ودقات القلب عند الشباب أثناء تجربة النوم في المخبر. دقات قلب عالية في الليل تبيّن في دراسات قبل إنها عامل خطورة لأمراض القلب والموت المبكّر، في حين السكر العالي في الدم علامة على مقاومة الإنسولين اللي تنجم في الأخير تؤدّي للنوع الثاني من السكري.",ضوء خافت وقت النوم (كيف التلفزة ) ينجم يرفع سكر الدم ودقات القلب عند الشباب. هذا يرتبط بمخاطر على القلب وبـمقاومة الإنسولين اللي تنجم توصل لسكّري نوع 2
"صلّح النسخة المكتوبة  اللي فيها أخطاء.
الإدخال:""تم خصم فائض الفايدة على كرت الكريدي متاعي أما أنا خلّصت الكل نهار قبل تاريخ الاستحقاق. عمري ما فوّت في أي خلاص السنّة هذي الكل. تنجم ترجعلي الفايدة اللي خلّصتها؟""",تمّ خصم فائدة زائدة على بطاقة الائتمان متاعي رغم إنّي خلّصت المبلغ الكلّ نهار قبل تاريخ الاستحقاق. طوال السنة ما فاتني حتى دفع. نرجو لطفًا مراجعة العملية وردّ الفائدة المخصومة
"شوف العقد واستخرج الأطراف المشاركة فيه.
الإدخال:
ابتداءً من اليوم الثالث عشر من ديسمبر 2021، هالاتفاقية متاع تسجيل موسيقي (""الاتفاقية"") معمولة بين ""غود كيد""، فرقة موسيقية من تورونتو (""الفنان"")، و""يونيفرسال ميوزيك غروب""، ليبل تسجيل برخصة رقم 545345 (""شركة التسجيل""). الفنان وشركة التسجيل ينجم يتسمّاو في الاتفاقية كأطراف كل واحد بوحدو وكأطراف مع بعضهم. الخدمة تحت الاتفاقية هذي تبدأ من 15 مارس 2022وتستمر طول مدّة الاتفاقية.","الفنان: ""غود كيد"" (فرقة من تورونتو)

شركة التسجيل: ""يونيفرسال ميوزيك غروب"" (رخصة رقم 545345)

تاريخ بدء الخدمة: 15 مارس 2022"
"بناء على عنوان الإيميل، قرّر إذا يلزم نتعاملو معاه كسبام ولا لا.
الإدخال:""أطباء الجلد ما يحبّوهاش!""",سبام
"صنّف التغريدة في إحدى التصنيفات: حدث، تجريبي، ولا اخبار.
الإدخال:""باستعمال الدليل هاذا، تنجّم تحلّل وتصنّف تقييم المستخدم كيما إيجابي ولا سلبي باستعمال خاصّيات تحليل المشاعر في تطبيق نيكست دوت جاي آس. نورّيوك كيفاش تستغلّ تقنيات الذكاء اللغوي في تطبيقاتك. شوف التفاصيل تحت ↓""",تجريبي
"اعطِ عنوان الخبر تصنيف من: لأخبار والطنين والسفر والأناقة والفنون والثقافة والسياسة والتكنولوجيا والعلوم والصحة.
الإدخال:""معرض #بانكسي في كامبريدج، ماساتشوسيتس رهيب برشا.""",الفنون والثقافة
"صنّف السؤال في قسم ""العثور على تفاصيل السياسة
""، ""تبديل إعدادات الحساب
""، ""تقدم المطالبة وحالة العرض
""، ولا ""إلغاء التغطية
"".
الإدخال:""تنجم تصب الفلوس في الحساب متاعي عوض تبعثلي شيك ورقي؟""

",تبديل إعدادات الحساب
"اختار عنوان جذّاب للمنشور متاعك.
الإدخال:""الأفوكا العادي فيه أكثر من 300 كالوري من الزيت اللي فيه. هذي نفس مقدار الكالوري في شوكولاتة كبيرة. إذا تعمل تمارين كافية باش تاكل شوكولاتة كبيرة كل يوم من غير ما تزيد في الوزن، ما فيها باس تاكل أفوكا كل يوم. وإلا يلزمك تاكلهم بحذر.""",أفوكادو ولا شوكولا كل يوم؟ السرّ في الكالوري… والكارديـو!
"عطينا أمثلة على العبارات اللي يستعملوها الناس في الحالة الاجتماعية المعطاة.
الإدخال""كي الواحد يوصل لدارو لاباس""

","الحمد لله على السلامة!

وصلت لاباس؟

نورّت الدار!
"
"يلزمك تكتب بعض الأسئلة من قسم الانترفيو الخاصة بالشركة المعطاة.
الإدخال:""كوهلز""

","كيفاش تتعامل مع خدمة الحرفاء وقت الزحمة؟

احكيلي على مرّة حلّيت فيها مشكل لعميل صعيب.

كيفاش تنظّم وقتك بين الكاشير، الرصّ، وخدمة الزبون؟

شنوّة تعرف على برامج نقاط البيع (POS)؟

كيفاش تتصرّف لوكان لاحظت اختلاف في الأسعار؟"
"بناءً عاللي توفّر، قدّر متوسط الملخّص للوظيفة المعطاة.
الإدخال:موظف إدخال بيانات في تونس",إدخال ومعالجة بيانات بدقّة على أنظمة الشركة، التثبّت من صحّة المعلومات، تحديث السجلات، والتنسيق مع الفرق المعنيّة لضمان جودة البيانات واحترام الآجال
"فسّر المهام الوظيفية للوظيفة المعطاة.
الإدخال:""عون حراسة""","المراقبة والدخول/الخروج

التفقد الدوري للفضاءات

التبليغ عن أي نشاط مشبوه

التعامل مع الزائرين وتوجيههم

الالتزام بإجراءات السلامة والطوارئ"
"أعطي قائمة بالمهارات اللي ربما تعاونك تلقى الخدمة.
الإدخال:""أعضاء الفريق""","التواصل الفعّال

العمل الجماعي

حلّ المشاكل

الانضباط واحترام الآجال

المرونة وتقبّل الملاحظات

تنظيم الوقت"
"نظّم الميتينغات حسب المعلومة المعطاة.
الإدخال:""شخص1: فاضي من التاسعة للصاح لحدّ الحادية عشرة، وقت الاجتماع: نص ساعة
شخص2: فاضي من الواحدة متع العشية للثالثة، مدّة الاجتماع: ساعة ونص
شخص3: فاضي من الثانية متع العشية للثالثة ونص، مدّة الاجتماع: ساعة""","اجتماع شخص1 (30 دق): 09:30–10:00

اجتماع شخص2 (1.5 س): 13:00–14:30

اجتماع شخص3 (1 س): 14:30–15:30"
"القا الاتجاهات بين المواقع لي عطيتهملك.
الإدخال:
مِن: زغوان‎
إلى: القصرين

","خرج من زغوان في اتجاه الغرب عبر الطريق P3

كمل على الطريق الوطنية P3 حتى توصل للقيروان

من القيروان، خوذ الطريق GP3 في اتجاه القصرين

كمل حتى تدخل ولاية القصرين
🕓 المسافة تقريبًا 180 كم وتاخذ حوالي 3 ساعات بالسيارة (يعتمد على الحالة المرورية)"
"اعطي شرح مختصر للجزء المطلوب من الورقة.
الإدخال:
ورقة: النماذج المسيطرة في تحويل التسلسلات (سيكوينس ترانسداكشن) مبنية على شبكات عصبونية تكرارية (ريكارنت) أو تلافيفية (كونفوليوشنال) مع إنكودر وديكودر. أقوى النماذج تربط الزوز مع بعضهم بميكانيزم الأتينشن. نقدّمو معمارية شبكة جديدة وبسيطة، الترانسفورمر، معتمدة فقط عالآتينشن، وتستغنى تمامًا عن التكرار (ريكورنس) والتلافيف (كونفوليوشن). التجارب على زوز مهام ترجمة آلية تورّي إنو هالنماذج أحسن في الجودة وأسهل في التوازي وتاخذ وقت أقل في التدريب. الموديل متاعنا يحقّق ٢٨.٤ بلو (BLEU) في مهمة ترجمة إنقليزي-ألماني (WMT 2014)، ويحسّن أكثر من أحسن نتائج حالية، وحتى مع الإينسمبل (ensembles)، بأكثر من ٢ نقاط بلو. أما في مهمة الترجمة إنقليزي-فرونسي (نفس الداتا WMT 2014)، الموديل متاعنا يعمل نتيجة بلو ٤١.٨ كموديل واحد (سينغل موديل) في ظرف ٣.٥ أيام تدريب على ٨ جي بي يو (GPUs)، وهي نسبة صغيرة من تكلفة تدريب أحسن الموديلات في الأدبيات. زادا ورّينا إنو الترانسفورمر يتعمّم مليح في مهام أخرى كيما تحليل البُنى في اللغة الإنقليزية (English constituency parsing) سواء بداتا كبيرة ولا محدودة.
اشرح: النماذج المسيطرة في تحويل التسلسلات

",النماذج المسيطرة في تحويل التسلسلات قبل الترانسفورمر كانت تستعمل شبكات عصبونية تكرارية (RNN) أو تلافيفية (CNN) مع آلية إنكودر-ديكودر. لكن مع الوقت، تمّ تعزيز أدائها  و زادو آلية الانتباه (attention) لتحسين الفهم بين المدخلات والمخرجات.
"جاوب على السؤال بخصوص الورقة بعد ما تقراها مليح.
الإدخال:
باش نقيسو إذا الترانسفورمر ينجم يتعمّم لمهام أخرى، عملنا تجارب على تحليل البُنى النحوية في الإنقليزية (إنقليش كونسيتوينسي بارسينغ). المهمة هذي فيها تحدّيات خاصة: الناتج فيه قيود هيكلية قوية وطويل برشة مقارنة بالمدخل. فوق هاذا، نماذج RNN سيكوينس-تو-سيكوينس ما نجّمتش توصل لأحسن النتائج في حالات الداتا القليلة.
السؤال: شنوة هو تحليل البُنى النحوية في الإنقليزية؟",تحليل البُنى النحوية (Constituency Parsing) هو عملية تحديد كيفاش الجملة الإنقليزية تتركب من مكوّنات (عبارات اسمية، فعلية...) في شكل شجرة. الهدف هو فهم الهيكل النحوي للجملة: شنوّة الفاعل، الفعل، والمفعول... وغيرها من العناصر.
"اقترح شوية أنشطة مفيدة ولا مواضيع كلام تستخدمهم في لقاءات باش تفكّ الجوّ .
الإدخال:","لعبة ""حقيقة ولا جرأة"" 

كل واحد يقول أطرف موقف صارلو

تحدي رسم حاجة في 30 ثانية

حوارات خفيفة: ""شنوة آخر مسلسل تفرّجت فيه؟""

أسئلة ""لو كان..."" (مثال: لو كان تنجم تعيش في أي عصر، شنوة تختار؟)

لعبة ""شنوّة الحقيقة؟"" (يعطي ٣ جُمل: ٢ كذب، وحدة صحيحة)"
"حوّل الـHTML المعطى لصيغة ماركداون.
الإدخال:
<code>Use `code` in your Markdown file.</code>","`Use `code` in your Markdown file.`"
"استخرج المنهجية اللي استعملوها في البحث من ملخّص الورقة، وهات الجُمَل بالضبط اللي تحكي عليها.
الإدخال:
قدّمنا نظام تعرّف كلام (سبيتش ريكوغنيشن) متطوّر معمول بالاعتماد على التعلّم العميق من البداية للنهاية (إند تو إند). المعمارية متاعنا أبسط برشة من الأنظمة الصوتية التقليدية اللي تعتمد على مراحل معالجة متعبة في التصميم؛ والأنظمة التقليدية عادةً تعطي نتائج ضعيفة في البيئات المزعجة. بالعكس، نظامنا ما يحتاجش مكوّنات مصمّمة يدويًا باش نمثّلو الضوضاء في الخلفية والرنين (ريفربيريشن) ولا اختلاف المتحدّث، إنما يتعلّم ديراكت دالّة متحصّنة ضد الحاجات هذي. ما نحتاجوش حتى قاموس فونيمات، ولا حتى مفهوم ""فونيم"". النقطة المفتاحية في المنهجية متاعنا هي نظام تدريب RNN محكّم يستعمل عدة GPUs، وزادا شوية تقنيات تركيب بيانات (داتا سينثيسيس) جديدة تسمح إننا نتحصّلو ع كمية كبيرة ومتنوعّة من الداتا للتدريب بكفاءة. نظامنا، المسمّى ""ديب سبيتش""، يتفوّق ع النتائج المنشورة قبل على سويتش بورد هاب٥’٠٠ (Switchboard Hub5'00) ويجيب ١٦.٠٪ نسبة خطأ على كامل التيست. زادا ديب سبيتش يتعامل أحسن في البيئات المزعجة مقارنة بالأنظمة التجارية المتقدّمة.","""نظام تدريب RNN محكّم يستعمل عدة GPUs""

""شوية تقنيات تركيب بيانات (داتا سينثيسيس) جديدة""

""نظامنا… يتعلّم ديراكت دالّة متحصّنة ضد الحاجات هذي"""
"يلزمك تكتب أسماء بعض الأوراق اللي مرتبطة بالورقة المعطاة.
الإدخال:
RoMQA: معيار, أدلة متعددة,الإجابة على الأسئلة متعددة الإجابات","MultiQA: Multi-Domain QA Dataset

HotpotQA

RAG (Retrieval-Augmented Generation)

UnifiedQA

QA-M: Multi-choice QA for Multimodal Inputs"
