id,Prompt,NEW_MODEL_NAME_HERE
TB_591,"لخّص المقال اللي عطيتهولك بطريقة مختصرة.
الإدخال:
الرياضيات والفن مرتبطين بطرق متعدّدة. توصّفو الرياضيات في حد ذاتها كفن يستند للجمال. وتنجم تلاحظ الرياضيات في فنون كيما الموسيقى، الرقص، الرسم، الهندسة المعمارية، النحت، والمنسوجات. أما المقال هذا يركّز خاصة عالرياضيات في الفنون البصرية. العلاقة بين الرياضيات والفن قديمة. الفنّانين استعملو الرياضيات من القرن الرابع قبل الميلاد كي النحات الإغريقي بوليكليتوس كتب ""كانون"" اللي يبدو استند لنسبة ١ إلى جذر ٢. فمّا ادعاءات مشهورة على استعمال النسبة الذهبية في فن ومعمار قديم من غير أدلّة قوية. في عصر النهضة الإيطالية، لوكا باتشولي كتب كتاب مؤثّر ""دي ديفينا بروبورسيوني"" (١٥٠٩)، برسومات ليناردو دافينشي عن النسبة الذهبية في الفن. رسّام إيطالي آخر بيرو ديلا فرانشيسكا طوّر أفكار إقليدس عالمنظور في كتب كيما ""دي بروسبيكتيفا بينجيندي"" وفي رسوماتو. النقّاش آلبرخت دورر عمل إشارات كثيرة للرياضيات في عملو ""ميلنكوليا ١"". في العصر الحديث، الفنان إم سي إيشر استعمل التبليط (التسيلّح) والهندسة الزائدية بشكل مكثّف بمعاونة عالم الرياضيات كوكسيتر، فيما حركة دي ستايل اللي يقودها ثيو فان دوسبرغ وبيت موندريان تبنّت الأشكال الهندسية علنا. الرياضيات ألهمت فنون النسيج كيما الكويلتينغ، الحياكة، الكروشيه، التطريز، النسيج، والسجاد التركي وغيره، وحتى الكليم. في الفن الإسلامي، التناظرات نشوفوها في أشكال متنوّعة كيما القيريح الفارسي والزليج المغربي، شاشات الحجر المثقوبة (جالي) في عمارة المغول، والقباب والزخارف المقرنصة المنتشرة.",
TB_592,"حسّن المقال بالاعتماد عاللي تعرفو ع الموضوع، باش يولي أكثر ثراء بالمعلومات.
الإدخال:
حركة ""التجارة العادلة""، زادا معروفة باسم ""عدالة التجارة""، تشجّع استعمال معايير العمل والبيئة والمعايير الاجتماعية في إنتاج السلع، خاصة المصدّرة من العالم الثالث والثاني للعالم الأول. الأفكار هذي أثارت نقاش على إذا التجارة نفسها يلزمها تكون مصنّفة كحق من حقوق الإنسان.",
TB_593,"خلّي المقال متوفر بلغة ثانية عبر ترجمته ليها.
الإدخال:
طبّ الأسنان، المعروف زادة باسم طب الفم وطب الأسنان، هو فرع من فروع الطب يركّز عالسنّة واللّثة والفم. يتكوّن من دراسة وتشخيص ومنع وتصرّف ومعالجة الأمراض والاضطرابات والحالات المتعلّقة بالفم، وعادة يركّز على الأسنان (نموّ الأسنان وترتيبها) وزادة الغشاء المخاطي للفم. طبّ الأسنان يلمّ زادة جوانب أخرى من منطقة الوجه والفكين بما في ذلك المفصل الفكي الصدغي. الطبيب في هالمجال يسمّوه طبيب أسنان.
ترجم للفرنسية:",
TB_594,"لازمنا نقوّم جودة المقال. باش نعمل هالشي، نراجع جودة الكتابة وتفسير الموضوع.
الإدخال:
القرن العشرين شهد ثورة في الاستماع للموسيقى مع انتشار الراديو عالميا وتطوّر وسائط وتكنولوجيا جديدة لتسجيل، تعديل وتوزيع الموسيقى. العروض الموسيقية ولات أكثر بصرية مع البث وتسجيل العروض. موسيقى القرن العشرين جابت حرية جديدة وتجارب واسعة مع ستايلات وأشكال موسيقية جديدة تحدّت القواعد المقبولة للموسيقى في الفترات السابقة. اختراع التكبير الموسيقي والآلات الإلكترونية، خاصة السينثسيزر، في وسط القرن العشرين ثوّر الموسيقى الكلاسيكية والشعبية، وسرّع تطوير أنماط جديدة في الموسيقى.",
TB_595,"جاوب عالسؤال التالي بالاعتماد على المعلومات في المقال.
الإدخال:
دراسات التنمية هي فرع متعدد الاختصاصات من العلوم الاجتماعية. تتقدّم دراسات التنمية كماجستير متخصص في برشة جامعات عالمية مرموقة. زادت شهرتها كمادة دراسة من بداية التسعينات، وتتدرّس وتنعمل عليها أبحاث بالأساس في البلدان النامية والبلدان اللي عندها تاريخ استعماري، كيما بريطانيا وين تولدت هالتخصّص. طلبة دراسات التنمية في العادة يختارو يخدمو في منظمات دولية كيما الأمم المتحدة والبنك العالمي، منظمات غير حكومية، مؤسسات الإعلام والصحافة، شركات استشارات التنمية في القطاع الخاص، هيئات المسؤولية الاجتماعية للمؤسسات (CSR)، ومراكز البحث. شنيا بعض المسارات المهنية المشهورة لطلبة دراسات التنمية؟
",
TB_596,"صمّم منهج (سيلابس) للكورس المعطى. الطلبة يلزمهم ياخدو قائمة الفصول مع شرح موجز لغرض كل فصل.
الإدخال:
البرمجة للجميع(البداية في البايثن)",
TB_597,"اعمل قائمة بالصفات الشخصية اللازمة باش تنجح في الوظيفة المعطاة.
الإدخال: سوشيال ميديا ماركتر",
TB_598,"رجاءً اعمل قائمة كورسات ينجم يعجبو شخص مهتم بالكورس الأول.
الإدخال: Bitcoin and Cryptocurrency Technologies",
TB_599,"فكّر في الكورسات اللي لازم ياخدها الواحد باش يولي خبير في المجال المذكور.
الإدخال: Graphic Design",
TB_600,"اعمل جدول يومي بالاعتماد على المعلومات اللي عطيتولك.
الإدخال: عايلتنا تحب تعمل رحلة ٩ أيام في المغرب بنشاطات خفيفة لمتوسطة.",
TB_601,"اعطي نصايح للطلبة كيفاش يسيطرو على الأعصاب متاعهم وقت العروض الشفاهية في القسم.
الإدخال:",
TB_602,"تنجم بسهولة تجعل العطلة متاعك أكثر مراعاة للبيئة باتباع الخطوات البسيطة هذي:
الإدخال:",
TB_603,"فكّر في فكرة تعاونك تربح التحدّي اللي اعطوهولك. اكتب الخطوات اللي يلزمك تاخذها باش تطوّر الفكرة هذي زادا.
الإدخال:
شنو تنجم تعمل بإعادة تدوير واستعمال بعض المواد القديمة اللي قبل؟ نحبّو نشوفوها! المشاريع لازم تتضمن نوع من المواد المستعملة – خذ الحاجة القديمة هذي وبدّلها الحاجة جديدة ومختلفة! النفايات الإلكترونية مشكلة كبيرة. شنو تنجم تعمل باستعمال أجهزة إلكترونية قديمة ومواد إلكترونية قابلة للاسترجاع؟ عنا جايزة خاصة من الحكام لأحسن مشروع فيه إعادة استعمال للنفايات الإلكترونية. كون ذكي وكون حذر؛ المشاريع اللي تنجّم تقتل كيما ليتشنبرغ (حرق الخشب بالخيوط المتفرّعة) ما تتقبلش ولا تتنشر.",
TB_604,"فمّا برشة مشاريع إبداعية نجمو نبنيوها في الدار مرتبطة بالموضوع اللي عطيتولك، خلينا نعمل قائمة ببعضها.
الإدخال:
الموضوع: الدوائر ",
TB_605,"أعمل قائمة بالمواد اللي باش تحتاجها باش تصنع الأداة المعطاة.
الإدخال: ميترو يقيس كحل القهوة",
TB_606,"أعطِ شرح مفصّل للخطوات اللي لازمة باش تركّب المشروع المعطى.
الإدخال: محرك بخاري بحكة بيرا فارغا",
TB_607,"قدّر تكلفة التجهير اللي باش تحتاجها للمشروع وحسب التكلفة الجمليّة.
الإدخال: مبرد ماء منزلي
المواد المطلوبة: صانع ثلج, صندوق ثلج/مبرد, مركح سخانا, ترمبا تع اكواريوم x2, 12V مولد طاقا",
TB_608,"أجب على سؤال الأدب التالي بالدقّة حسب معرفتك بأدب تلامذة الثانوي.
الإدخال: شنوا يعني الضو الأخضر في نهاية الكتاب?",
TB_609,"طوّر تمرين ذهني يساعد الناس يتعاملوا مع القلق متاعهم وفسّر كيفاش يشتغل.
الإدخال:",
TB_610,"عطيني فكرة على التمارين الذهنية اللي تعملهم باش تستلهم نفسك.
الإدخال:
",
TB_611,"أعمل قائمة بالانشطة الخارجية اللي تصلح لظروف الطقس المعطى.
الإدخال: سخانا: 57 F, تمطر",
TB_612,"رجاءً عطينا قائمة بأسئلة افتتاحية مفيدة للنقاش مرتبطة بالطقس.
الإدخال:",
TB_613,"بالنظر لظروف الطقس المعطاة، عطينا شوية نصايح لكيفاش نعدّلو خطط السفر على ضؤها.
الإدخال: تغير مفاجئ في الحرارا",
TB_614,"اكتب To-Do List بالاعتماد على المعلومة المعطاة.
الإدخال: حاجات تعملهم كل يوم في فرماسي",
TB_615,"صمّم قالب جدول باش نتابعو كل الاشتراكات.
الإدخال:",
TB_616,"خطّط لآجندا للاجتماع اليومي . عطِ وقت محدّد لكل موضوع في اللآجندا.
الإدخال:",
TB_617,"أجب على السؤال التالي.
الإدخال: كيفاش نقول ""مساء الخير"" بالفرنسي",
TB_618,"شنوّا الصوت اللي تعملو هذي؟
الإدخال: 好",
TB_619,"عطينا نصيحة نحوية حول كيفاه نختم الفعل في اللغة الألمانية.
الإدخال:",
TB_620,"هذي اختبار لفهم القراية بالفرنسية. اقرا الحكاية مليح وبعد جاوب السؤال.
الإدخال:
Lucie est à la maison avec sa petite-fille, Lin.
Lucie: Oh, non! Nous n'avons pas de pain!
Lin: Ah! Tu vas au supermarché?
Lucie: Oui, je veux une baguette pour mon sandwich.
؟لين و لوسي عندهم برشا خبز",
TB_621,"فكّر في أفكار عشا خفيفة وصحية لأيام وسط الأسبوع.
الإدخال:",
TB_622,"عطينا حيلة في الطبخ باش تحسّن مذاق الأكلة المعطاة.
الإدخال: popcorn",
TB_623,"أعمل قائمة لمج وأكلات باش تقدّمهم في حفلة العاب.
الإدخال:",
TB_624,"فسّر كيفاش تحضّر الأكلة المعطاة بكلماتك إنت. أذكر المكوّنات والخطوات.
الإدخال: كوكيز بالشكلاطا تتلوك",
TB_625,"اقترح وصفة تحلية  نباتية.
الإدخال:

",
TB_626,"صمّم لغز سودوكو متوسّط الصعوبة.
الإدخال:",
TB_627,"حلّ لغز السودوكو المعطى.
الإدخال:
The Sudoku puzzle is: |1| |5| | | | |8| | | | | | | |3| |6|4| |8|3|4|6|7| |9| | | |2|9|1| | |8|3|7|6| | | |6| | |9|8|1| | | | | | | |2| | | | | |2| | |9|7|6| | | |5|4| | | | | |9|8| |6|1| | | |5|4|3|7|",
TB_628,"فكّر في عبارة تحفيزية قريتها في كتاب. خليك إيجابي وحلو.
الإدخال:
",
TB_629,"اختار أحسن كتب من النوعية المعطاة.
الإدخال: جريما& غموض",
TB_630,"عطي وصف مختصر للكتاب اللي عطيتهولك.
الإدخال: Matilda",
TB_631,"لو أعجب الشخص بالكتاب اللي عطيتهولو، اقترح كتب اخرى تنجم تعجبو زادة.
الإدخال: The Great Gatsby",
TB_632,"اذكر التصنيف اللي ينتميليه الكتاب المعطى.
الإدخال: حب في وقت الكوليرا",
TB_633,"حلّ المعادلة هذي.
الإدخال: x^3 - 4x^2 + 6x - 24 = 0",
TB_634,"برهن العبارة المعطاة بالاعتماد عاللي تعرفو.
الإدخال: ""كان x رقم موجب والا حل لي x+3>4,مالا x>0 and x>12.""",
TB_635,"بالاعتماد عالحقائق اللي توفروا، برهن العبارة التالية.
الإدخال:
معلوما: ""لكل رقم k, k^2 + 2k + 1 ≥ 0""
حقيقا: مربع أي عدد حقيقي ماهوش سالب.",
TB_636,"تأكد من صحّة العبارة المعطاة.
الإدخال: ""بالنسبة لكل الأعداد الصحيحا j وk، كان j وk فرديين، معناها jk فردي.""",
TB_637,"قدّم صيغة تحسب بيها الحدّ رقم n في السلسلة المعطاة.
الإدخال: 5, 14, 23, 32, 41, ...",
TB_638,"أعمل جدول يسجّل كل الماتشات اللي تحقق الشرط في الدوري الأمريكي لكرة القدم (NFL). استعمل الإعمدة: فصل, وقت, اللعبة, سكور.
الإدخال: لعبة الريفنز في2011",
TB_639,"باستعمال جدول، قارن المسيرة المهنيّة للّاعبين المعطاة أسماؤهم في الـMLB. استعمل ""|"" لفصل الأعمدة.
الإدخال: ديريك جاتر, البيرت بوجولس",
TB_640,"بش يمتحنوك في معرفتك بالحكم القصيرة والأقوال المأثورة انتي تكمل الحكمة المعطاة. اكتب الاقتباس الأصلي.
الإدخال: زوز حاجات عندهمش نهايا",
TB_641,"أعمل قائمة بكل الأفلام اللي توافق المعايير المعطاة.
الإدخال: افلام متع سبايك لي بيوم الاصدار",
TB_642,"باستعمال المبلغ المعطى، حدّد قيمة الإكرامية المناسبة.
الإدخال: 14% الإكرامية متع  47.50 دينار",
TB_643,"حدّد كل الكلمات اللي تتماشى مع النموذج المعطى.
الإدخال: H_AR_",
TB_644,"أوجد كلمات تتسجّم (تتوافق في القافية) مع الكلمة المعطاة.
الإدخال: إرشاد

",
TB_645,"لوج على قصائد تذكر الشئ ولا الشخصية المعطاة. اكتب أسامي القصايد والشعرا.
الإدخال: سانتا كلوز",
TB_646,"جاوب على آخر رسالة في الشات باستعمال الإيموجيز الصحيحة باش تعبّر على شعورك.
الإدخال:

كيفاش عديت دفوارك؟
لاباس فرحت لي هوما وفاو
ايه نعرف فاش تحس. فرحان لي ماعادش بش نخمم فيهم",
TB_647,"باش تجاوب في الشات، فكّر في ردّ مضحك تنجّم تستعملو.
الإدخال: +شنوا احوالك؟",
TB_648,"آخر رسالة في الشات هي ردّ ناقص. لازمك تكملو وتعاود تكتبو بوضوح.
الإدخال:

شنوا بش تعمل طوا؟ما نعرش.قصيت علا حلمي بش نولي عالم رياضيات
.
علاش؟",
TB_649,"بدّل الرد باش يولي بنبرة أكثر تعاطف في الشات.
الإدخال:
شنوا حوالك؟+
لاباس. كان عندي برشا مشاكل ليوم.+
شنوا انواع المشالك؟",
TB_650,"تأكّد من معلومات الاجتماع في المحادثة هذي.
الإدخال:
شخص 1: هاي، وقتاش فاضي؟ نحب نقابلك.
شخص2: أنا فاضي غدوة بعد القايلة.
شخص1: ممتاز، أي ساعة؟
شخص2: شنو رايك في الساعة الثالثة بعد الزوال؟
شخص1: عندي اشتماع آخر في الوقت ذاك. شنوة رايك في الخامسة؟
شخص2: ماشي الحال. وين نجتمعو؟
شخص1: شنوة رأيك في كوفي شوب في مين ستريت؟
شخص2: باهي برشا. سمعت إنهم عندهم قهوة بنينة برشا. نشوفك غدوة!",
TB_651,"صنّف النص المعطى هل هو مهين ولا لا.
الإدخال: ""راك تصرّفت بجنون البارح.""",
TB_652,"عطي ملخّص وجيز للنوايا في الحوار اللي صار تاوكا.
الإدخال:
زبون: هاي، نحب تليفون جديد.
AI: أهلا! شنوة نوع التليفون اللي تلوج عليه؟
زبون: مانيش متأكّد. يمكن حاجة بكاميرا باهية؟
AI: عنا شوية تليفونات بكاميرات مزيانة. تحب تشوف شوية خيارات؟
زبون: إي، ",
TB_653,"فسّر محتوى المقال المعطى بطريقة مختصرة.
الإدخال:
دراسة تنشرت أول العام من طرف ""زي"" وفريقها درست دور الضو في النوم عند بالغين صحيحين في العشرينات من عمرهم. النوم ليلة وحدة بضو خافت كيما تلفزة صوتها مطفي طلّع السكر في الدم ودقات القلب عند الشباب أثناء تجربة النوم في المخبر. دقات قلب عالية في الليل تبيّن في دراسات قبل إنها عامل خطورة لأمراض القلب والموت المبكّر، في حين السكر العالي في الدم علامة على مقاومة الإنسولين اللي تنجم في الأخير تؤدّي للنوع الثاني من السكري.",
TB_654,"صلّح النسخة المكتوبة  اللي فيها أخطاء.
الإدخال:""تم خصم فائض الفايدة على كرت الكريدي متاعي أما أنا خلّصت الكل نهار قبل تاريخ الاستحقاق. عمري ما فوّت في أي خلاص السنّة هذي الكل. تنجم ترجعلي الفايدة اللي خلّصتها؟""",
TB_655,"شوف العقد واستخرج الأطراف المشاركة فيه.
الإدخال:
ابتداءً من اليوم الثالث عشر من ديسمبر 2021، هالاتفاقية متاع تسجيل موسيقي (""الاتفاقية"") معمولة بين ""غود كيد""، فرقة موسيقية من تورونتو (""الفنان"")، و""يونيفرسال ميوزيك غروب""، ليبل تسجيل برخصة رقم 545345 (""شركة التسجيل""). الفنان وشركة التسجيل ينجم يتسمّاو في الاتفاقية كأطراف كل واحد بوحدو وكأطراف مع بعضهم. الخدمة تحت الاتفاقية هذي تبدأ من 15 مارس 2022وتستمر طول مدّة الاتفاقية.",
TB_656,"بناء على عنوان الإيميل، قرّر إذا يلزم نتعاملو معاه كسبام ولا لا.
الإدخال:""أطباء الجلد ما يحبّوهاش!""",
TB_657,"صنّف التغريدة في إحدى التصنيفات: حدث، تجريبي، ولا اخبار.
الإدخال:""باستعمال الدليل هاذا، تنجّم تحلّل وتصنّف تقييم المستخدم كيما إيجابي ولا سلبي باستعمال خاصّيات تحليل المشاعر في تطبيق نيكست دوت جاي آس. نورّيوك كيفاش تستغلّ تقنيات الذكاء اللغوي في تطبيقاتك. شوف التفاصيل تحت ↓""",
TB_658,"اعطِ عنوان الخبر تصنيف من: لأخبار والطنين والسفر والأناقة والفنون والثقافة والسياسة والتكنولوجيا والعلوم والصحة.
الإدخال:""معرض #بانكسي في كامبريدج، ماساتشوسيتس رهيب برشا.""",
TB_659,"صنّف السؤال في قسم ""العثور على تفاصيل السياسة
""، ""تبديل إعدادات الحساب
""، ""تقدم المطالبة وحالة العرض
""، ولا ""إلغاء التغطية
"".
الإدخال:""تنجم تصب الفلوس في الحساب متاعي عوض تبعثلي شيك ورقي؟""

",
TB_660,"اختار عنوان جذّاب للمنشور متاعك.
الإدخال:""الأفوكا العادي فيه أكثر من 300 كالوري من الزيت اللي فيه. هذي نفس مقدار الكالوري في شوكولاتة كبيرة. إذا تعمل تمارين كافية باش تاكل شوكولاتة كبيرة كل يوم من غير ما تزيد في الوزن، ما فيها باس تاكل أفوكا كل يوم. وإلا يلزمك تاكلهم بحذر.""",
TB_661,"عطينا أمثلة على العبارات اللي يستعملوها الناس في الحالة الاجتماعية المعطاة.
الإدخال""كي الواحد يوصل لدارو لاباس""

",
TB_662,"يلزمك تكتب بعض الأسئلة من قسم الانترفيو الخاصة بالشركة المعطاة.
الإدخال:""كوهلز""

",
TB_663,"بناءً عاللي توفّر، قدّر متوسط الملخّص للوظيفة المعطاة.
الإدخال:موظف إدخال بيانات في تونس",
TB_664,"فسّر المهام الوظيفية للوظيفة المعطاة.
الإدخال:""عون حراسة""",
TB_665,"أعطي قائمة بالمهارات اللي ربما تعاونك تلقى الخدمة.
الإدخال:""أعضاء الفريق""",
TB_666,"نظّم الميتينغات حسب المعلومة المعطاة.
الإدخال:""شخص1: فاضي من التاسعة للصاح لحدّ الحادية عشرة، وقت الاجتماع: نص ساعة
شخص2: فاضي من الواحدة متع العشية للثالثة، مدّة الاجتماع: ساعة ونص
شخص3: فاضي من الثانية متع العشية للثالثة ونص، مدّة الاجتماع: ساعة""",
TB_667,"القا الاتجاهات بين المواقع لي عطيتهملك.
الإدخال:
مِن: زغوان‎
إلى: القصرين

",
TB_668,"اعطي شرح مختصر للجزء المطلوب من الورقة.
الإدخال:
ورقة: النماذج المسيطرة في تحويل التسلسلات (سيكوينس ترانسداكشن) مبنية على شبكات عصبونية تكرارية (ريكارنت) أو تلافيفية (كونفوليوشنال) مع إنكودر وديكودر. أقوى النماذج تربط الزوز مع بعضهم بميكانيزم الأتينشن. نقدّمو معمارية شبكة جديدة وبسيطة، الترانسفورمر، معتمدة فقط عالآتينشن، وتستغنى تمامًا عن التكرار (ريكورنس) والتلافيف (كونفوليوشن). التجارب على زوز مهام ترجمة آلية تورّي إنو هالنماذج أحسن في الجودة وأسهل في التوازي وتاخذ وقت أقل في التدريب. الموديل متاعنا يحقّق ٢٨.٤ بلو (BLEU) في مهمة ترجمة إنقليزي-ألماني (WMT 2014)، ويحسّن أكثر من أحسن نتائج حالية، وحتى مع الإينسمبل (ensembles)، بأكثر من ٢ نقاط بلو. أما في مهمة الترجمة إنقليزي-فرونسي (نفس الداتا WMT 2014)، الموديل متاعنا يعمل نتيجة بلو ٤١.٨ كموديل واحد (سينغل موديل) في ظرف ٣.٥ أيام تدريب على ٨ جي بي يو (GPUs)، وهي نسبة صغيرة من تكلفة تدريب أحسن الموديلات في الأدبيات. زادا ورّينا إنو الترانسفورمر يتعمّم مليح في مهام أخرى كيما تحليل البُنى في اللغة الإنقليزية (English constituency parsing) سواء بداتا كبيرة ولا محدودة.
اشرح: النماذج المسيطرة في تحويل التسلسلات

",
TB_669,"جاوب على السؤال بخصوص الورقة بعد ما تقراها مليح.
الإدخال:
باش نقيسو إذا الترانسفورمر ينجم يتعمّم لمهام أخرى، عملنا تجارب على تحليل البُنى النحوية في الإنقليزية (إنقليش كونسيتوينسي بارسينغ). المهمة هذي فيها تحدّيات خاصة: الناتج فيه قيود هيكلية قوية وطويل برشة مقارنة بالمدخل. فوق هاذا، نماذج RNN سيكوينس-تو-سيكوينس ما نجّمتش توصل لأحسن النتائج في حالات الداتا القليلة.
السؤال: شنوة هو تحليل البُنى النحوية في الإنقليزية؟",
TB_670,"اقترح شوية أنشطة مفيدة ولا مواضيع كلام تستخدمهم في لقاءات باش تفكّ الجوّ .
الإدخال:",
TB_671,"حوّل الـHTML المعطى لصيغة ماركداون.
الإدخال:
<code>Use `code` in your Markdown file.</code>",
TB_672,"استخرج المنهجية اللي استعملوها في البحث من ملخّص الورقة، وهات الجُمَل بالضبط اللي تحكي عليها.
الإدخال:
قدّمنا نظام تعرّف كلام (سبيتش ريكوغنيشن) متطوّر معمول بالاعتماد على التعلّم العميق من البداية للنهاية (إند تو إند). المعمارية متاعنا أبسط برشة من الأنظمة الصوتية التقليدية اللي تعتمد على مراحل معالجة متعبة في التصميم؛ والأنظمة التقليدية عادةً تعطي نتائج ضعيفة في البيئات المزعجة. بالعكس، نظامنا ما يحتاجش مكوّنات مصمّمة يدويًا باش نمثّلو الضوضاء في الخلفية والرنين (ريفربيريشن) ولا اختلاف المتحدّث، إنما يتعلّم ديراكت دالّة متحصّنة ضد الحاجات هذي. ما نحتاجوش حتى قاموس فونيمات، ولا حتى مفهوم ""فونيم"". النقطة المفتاحية في المنهجية متاعنا هي نظام تدريب RNN محكّم يستعمل عدة GPUs، وزادا شوية تقنيات تركيب بيانات (داتا سينثيسيس) جديدة تسمح إننا نتحصّلو ع كمية كبيرة ومتنوعّة من الداتا للتدريب بكفاءة. نظامنا، المسمّى ""ديب سبيتش""، يتفوّق ع النتائج المنشورة قبل على سويتش بورد هاب٥’٠٠ (Switchboard Hub5'00) ويجيب ١٦.٠٪ نسبة خطأ على كامل التيست. زادا ديب سبيتش يتعامل أحسن في البيئات المزعجة مقارنة بالأنظمة التجارية المتقدّمة.",
TB_673,"يلزمك تكتب أسماء بعض الأوراق اللي مرتبطة بالورقة المعطاة.
الإدخال:
RoMQA: معيار, أدلة متعددة,الإجابة على الأسئلة متعددة الإجابات",
TB_674,"اكتب ملخّص قصير ومكثّف للورقة بالاعتماد على الملخّص متاعها.
الإدخال:
Few-shot learning (إف إس إل) هو خطوة مهمّة للمستقبل في التعلّم الآلي ويثير اهتمام كبير. في هالبحث، ركّزنا ع مشكلة الإف إس إل في فهم الحوارات، اللي تشمل زوز مهام مترابطين: تحديد النيّة  وتعبئة الخانات . تبيّن إنو فهم الحوارات يتحسّن برشة كي نتعلّمو الزوز مع بعضهم. لكن في سيناريوهات الإف إس إل، التعاون هاذا يصير صعيب: من جهة، قلة الداتا تكبّر صعوبة نمذجة العلاقة بين الزوز، من جهة أخرى كيفاش نتعلّمو مهام متعدّدة مع بعض في الإف إس إل مزال موش واضح برشة. ردًّا ع هالمشكل، قدّمنا FewJoint، أول معيار  خاص بفهم الحوارات المشترك في وضعية الإف إس إل. FewJoint يوفّر كوربوس جديد فيه ٥٩ مجال مختلف من حوارات API صناعي حقيقي، ومنصّة كود باش تسهّل تجارب الإف إس إل، اللي من المتوقّع إنها تحرّك البحث في المجال. زيادة على هذا، لقينا إنو الأداء الضعيف في وضع الإف إس إل ينجم يسبّب تبادل مُشوَّش بين المهمتين ويعطّل التعلّم المشترك. باش نعالجو الموضوع، وجّهنا السلوت  بمعطيات صريحة عن النيّة واستعملنا آلية ""ترست جايتينغ"" جديدة باش نصدّو معلومات النيّة اللي ما فيهاش ثقة كافية ونضمن مشاركة بجودة عالية. زيادة على هذا، استعملنا إستراتيجية ""ربتايل""  في الميتا-ليرننغ باش نضمن تعميم أحسن في الدومينات اللي ماشفناهمش وقت الإف إس إل. في التجارب، الطريقة المقترحة حسّنت النتائج بوضوح ع داتاستين ووصلت لأحسن أداء جديد .",
TB_675,"باش تكتب نوتيشن ABC (أ بي سي) لاغنية معطاة اسمها ""ذا ساوث ويند"" 
الإدخال:
ذا ساوث ويند",
TB_676,"صنّف المجلة حسب محتواها في وحدة من التصنيفات: سياسة، أخبار الترفيه
، أخبار التكنولوجيا
، أخبار الأعمال
، الأبوة والأمومة والأطفال، الصحة والشفاء، الطبخ، الطعام والنبيذ، الفنون والأدب.
الإدخال: Inc.",
TB_677,"قرّر إذا الإيميل المعطى يتبع قسم البروموشنز ولا السوشيال.
الإدخال:
العنوان: عندك دعوة
نص الرسالة: أهلا، نحب نضمّك لشبكتي في لينكدإن.",
TB_678,"عندو قصة فيلم مفسّرة ببرشة إيموجيز. لازمك تتوقع اسم الفيلم حسب الإيموجيات.
الإدخال:🧙‍♂️🚪📚🦅⚡",
TB_679,"اخترع فكرة جديدة لسيناريو فيلم مشوّق، وحُط عنوان وملخص القصة.
الإدخال:
",
TB_680,"بدّل الضمير من المتكلّم للغايب في الجملة المعطاة مع المحافظة ع المعنى، وتنجم تصيغها بطريقة أحسن.
الإدخال:
نجمنا نزيدو في كمية المخزون لي عنا من نفس المورد عاد قللنا المخاطر لي عنا",
TB_681,"طبّق قواعد الكابيتاليزيشن اللي كل حرف ثاني يتبدّل بين صغير وكبير.
الإدخال:
الدليل: كل حرف ثاني يتبدّل بين lower case وupper case.
الجملة: عنكبوتا كبيرا سادا الثنية.",
TB_682,"أوجد تكرير حرف باستعمال مترادفات كلمات في الجملة المعطاة.
الإدخال:
رامي يلبش شابو كل نهار",
TB_683,"حوّل الوصف المكتوب للغة طبيعية إلى أمر في باش.
الإدخال:
اقرا اول 10 سطورا من ""ف""",
TB_684,"جهّز جدول يحتوي ملخّص معلومات المشاركين في المؤتمر.
الإدخال:
كان فما مؤتمر باش يناقشو كيفاش نحسّنو جودة التعليم في المدارس. المتحدّث الرئيسي هو البروفيسور كرو بيردي (cpurdie@email.com)، حكى ع أهمية وضع مقاييس عالية للطلبة والأساتذة. قال يلزم المدارس تكون أماكن ينجمو الطلبة يتعلّمو فيها ويتحدّو أرواحهم. المتحدّثين الآخرين كانو المعلّم أوليفر مالاشي (oliver@email.com) وولي الأمر كولبي ريس (kolbyreese82@email.com). المعلّم حكى ع لزوم تحضير الأساتذة مليح ولازم تكون عندهم توقّعات عالية من طلبتهم. الولي حكى ع لزوم مشاركة الأولياء في تعليم صغارهم. وكان زادة نقاش ع أهمية التمويل للمدارس.",
TB_685,"أعمل قائمة بالمفاهيم اللي لازم الواحد يتعلّمهم قبل ما يوصل للمفهوم المعقّد المذكور.
الإدخال: Deep Learning",
TB_686,"عاود صياغة الجملة اللي تنجّم تكون مبهمة باستعمال عبارات أوضح.
الإدخال:
الدجاجا حاضرا بش تاكل",
TB_687,"حلّل الانطباع متاع التغريدة المعطاة وصنّفو: إيجابي، سلبي، ولا محايد.
الإدخال:
""هاذي احسن ورقة غش ولقيتها عندي برشا.""

",
TB_688,"عندك أمر بلغة بايثون، حولّه للروبي.
الإدخال:
print(""Hello World!"")
",
TB_689,"عندك جملة بالمنطق من الدرجة الأولى، ترجمها للغة طبيعية.
الإدخال:
∃x∀y(soldier(x)→general(x,y))",
TB_690,"عندك عبارة بحث (سيرش) ووثيقة (دوكيومنت). صنّف الوثيقة هل هي مناسبة للبحث أو لا.
الإدخال:
البحث: علاش السما زرقا
الوثيقة: الجواب المختصر: ضوء الشمس يوصل للغلاف الجوي للأرض ويتشتت في كل الاتجاهات بفعل الغازات والجزيئات في الهواء. الضوء الأزرق يتشتت أكثر من غيره خاطر يمشي بموجات أقصر وأصغر. وهذا علاش نشوف السما زرقا أكثر الأوقات.",
